Label (Grouping),Alabama!!Number!!Estimate,Alabama!!Number!!Margin of Error,Alabama!!Percent Distribution!!Estimate,Alabama!!Percent Distribution!!Margin of Error,Alabama!!Median income (dollars)!!Estimate,Alabama!!Median income (dollars)!!Margin of Error,Alaska!!Number!!Estimate,Alaska!!Number!!Margin of Error,Alaska!!Percent Distribution!!Estimate,Alaska!!Percent Distribution!!Margin of Error,Alaska!!Median income (dollars)!!Estimate,Alaska!!Median income (dollars)!!Margin of Error,Arizona!!Number!!Estimate,Arizona!!Number!!Margin of Error,Arizona!!Percent Distribution!!Estimate,Arizona!!Percent Distribution!!Margin of Error,Arizona!!Median income (dollars)!!Estimate,Arizona!!Median income (dollars)!!Margin of Error,Arkansas!!Number!!Estimate,Arkansas!!Number!!Margin of Error,Arkansas!!Percent Distribution!!Estimate,Arkansas!!Percent Distribution!!Margin of Error,Arkansas!!Median income (dollars)!!Estimate,Arkansas!!Median income (dollars)!!Margin of Error,California!!Number!!Estimate,California!!Number!!Margin of Error,California!!Percent Distribution!!Estimate,California!!Percent Distribution!!Margin of Error,California!!Median income (dollars)!!Estimate,California!!Median income (dollars)!!Margin of Error,Colorado!!Number!!Estimate,Colorado!!Number!!Margin of Error,Colorado!!Percent Distribution!!Estimate,Colorado!!Percent Distribution!!Margin of Error,Colorado!!Median income (dollars)!!Estimate,Colorado!!Median income (dollars)!!Margin of Error,Connecticut!!Number!!Estimate,Connecticut!!Number!!Margin of Error,Connecticut!!Percent Distribution!!Estimate,Connecticut!!Percent Distribution!!Margin of Error,Connecticut!!Median income (dollars)!!Estimate,Connecticut!!Median income (dollars)!!Margin of Error,Delaware!!Number!!Estimate,Delaware!!Number!!Margin of Error,Delaware!!Percent Distribution!!Estimate,Delaware!!Percent Distribution!!Margin of Error,Delaware!!Median income (dollars)!!Estimate,Delaware!!Median income (dollars)!!Margin of Error,District of Columbia!!Number!!Estimate,District of Columbia!!Number!!Margin of Error,District of Columbia!!Percent Distribution!!Estimate,District of Columbia!!Percent Distribution!!Margin of Error,District of Columbia!!Median income (dollars)!!Estimate,District of Columbia!!Median income (dollars)!!Margin of Error,Florida!!Number!!Estimate,Florida!!Number!!Margin of Error,Florida!!Percent Distribution!!Estimate,Florida!!Percent Distribution!!Margin of Error,Florida!!Median income (dollars)!!Estimate,Florida!!Median income (dollars)!!Margin of Error,Georgia!!Number!!Estimate,Georgia!!Number!!Margin of Error,Georgia!!Percent Distribution!!Estimate,Georgia!!Percent Distribution!!Margin of Error,Georgia!!Median income (dollars)!!Estimate,Georgia!!Median income (dollars)!!Margin of Error,Hawaii!!Number!!Estimate,Hawaii!!Number!!Margin of Error,Hawaii!!Percent Distribution!!Estimate,Hawaii!!Percent Distribution!!Margin of Error,Hawaii!!Median income (dollars)!!Estimate,Hawaii!!Median income (dollars)!!Margin of Error,Idaho!!Number!!Estimate,Idaho!!Number!!Margin of Error,Idaho!!Percent Distribution!!Estimate,Idaho!!Percent Distribution!!Margin of Error,Idaho!!Median income (dollars)!!Estimate,Idaho!!Median income (dollars)!!Margin of Error,Illinois!!Number!!Estimate,Illinois!!Number!!Margin of Error,Illinois!!Percent Distribution!!Estimate,Illinois!!Percent Distribution!!Margin of Error,Illinois!!Median income (dollars)!!Estimate,Illinois!!Median income (dollars)!!Margin of Error,Indiana!!Number!!Estimate,Indiana!!Number!!Margin of Error,Indiana!!Percent Distribution!!Estimate,Indiana!!Percent Distribution!!Margin of Error,Indiana!!Median income (dollars)!!Estimate,Indiana!!Median income (dollars)!!Margin of Error,Iowa!!Number!!Estimate,Iowa!!Number!!Margin of Error,Iowa!!Percent Distribution!!Estimate,Iowa!!Percent Distribution!!Margin of Error,Iowa!!Median income (dollars)!!Estimate,Iowa!!Median income (dollars)!!Margin of Error,Kansas!!Number!!Estimate,Kansas!!Number!!Margin of Error,Kansas!!Percent Distribution!!Estimate,Kansas!!Percent Distribution!!Margin of Error,Kansas!!Median income (dollars)!!Estimate,Kansas!!Median income (dollars)!!Margin of Error,Kentucky!!Number!!Estimate,Kentucky!!Number!!Margin of Error,Kentucky!!Percent Distribution!!Estimate,Kentucky!!Percent Distribution!!Margin of Error,Kentucky!!Median income (dollars)!!Estimate,Kentucky!!Median income (dollars)!!Margin of Error,Louisiana!!Number!!Estimate,Louisiana!!Number!!Margin of Error,Louisiana!!Percent Distribution!!Estimate,Louisiana!!Percent Distribution!!Margin of Error,Louisiana!!Median income (dollars)!!Estimate,Louisiana!!Median income (dollars)!!Margin of Error,Maine!!Number!!Estimate,Maine!!Number!!Margin of Error,Maine!!Percent Distribution!!Estimate,Maine!!Percent Distribution!!Margin of Error,Maine!!Median income (dollars)!!Estimate,Maine!!Median income (dollars)!!Margin of Error,Maryland!!Number!!Estimate,Maryland!!Number!!Margin of Error,Maryland!!Percent Distribution!!Estimate,Maryland!!Percent Distribution!!Margin of Error,Maryland!!Median income (dollars)!!Estimate,Maryland!!Median income (dollars)!!Margin of Error,Massachusetts!!Number!!Estimate,Massachusetts!!Number!!Margin of Error,Massachusetts!!Percent Distribution!!Estimate,Massachusetts!!Percent Distribution!!Margin of Error,Massachusetts!!Median income (dollars)!!Estimate,Massachusetts!!Median income (dollars)!!Margin of Error,Michigan!!Number!!Estimate,Michigan!!Number!!Margin of Error,Michigan!!Percent Distribution!!Estimate,Michigan!!Percent Distribution!!Margin of Error,Michigan!!Median income (dollars)!!Estimate,Michigan!!Median income (dollars)!!Margin of Error,Minnesota!!Number!!Estimate,Minnesota!!Number!!Margin of Error,Minnesota!!Percent Distribution!!Estimate,Minnesota!!Percent Distribution!!Margin of Error,Minnesota!!Median income (dollars)!!Estimate,Minnesota!!Median income (dollars)!!Margin of Error,Mississippi!!Number!!Estimate,Mississippi!!Number!!Margin of Error,Mississippi!!Percent Distribution!!Estimate,Mississippi!!Percent Distribution!!Margin of Error,Mississippi!!Median income (dollars)!!Estimate,Mississippi!!Median income (dollars)!!Margin of Error,Missouri!!Number!!Estimate,Missouri!!Number!!Margin of Error,Missouri!!Percent Distribution!!Estimate,Missouri!!Percent Distribution!!Margin of Error,Missouri!!Median income (dollars)!!Estimate,Missouri!!Median income (dollars)!!Margin of Error,Montana!!Number!!Estimate,Montana!!Number!!Margin of Error,Montana!!Percent Distribution!!Estimate,Montana!!Percent Distribution!!Margin of Error,Montana!!Median income (dollars)!!Estimate,Montana!!Median income (dollars)!!Margin of Error,Nebraska!!Number!!Estimate,Nebraska!!Number!!Margin of Error,Nebraska!!Percent Distribution!!Estimate,Nebraska!!Percent Distribution!!Margin of Error,Nebraska!!Median income (dollars)!!Estimate,Nebraska!!Median income (dollars)!!Margin of Error,Nevada!!Number!!Estimate,Nevada!!Number!!Margin of Error,Nevada!!Percent Distribution!!Estimate,Nevada!!Percent Distribution!!Margin of Error,Nevada!!Median income (dollars)!!Estimate,Nevada!!Median income (dollars)!!Margin of Error,New Hampshire!!Number!!Estimate,New Hampshire!!Number!!Margin of Error,New Hampshire!!Percent Distribution!!Estimate,New Hampshire!!Percent Distribution!!Margin of Error,New Hampshire!!Median income (dollars)!!Estimate,New Hampshire!!Median income (dollars)!!Margin of Error,New Jersey!!Number!!Estimate,New Jersey!!Number!!Margin of Error,New Jersey!!Percent Distribution!!Estimate,New Jersey!!Percent Distribution!!Margin of Error,New Jersey!!Median income (dollars)!!Estimate,New Jersey!!Median income (dollars)!!Margin of Error,New Mexico!!Number!!Estimate,New Mexico!!Number!!Margin of Error,New Mexico!!Percent Distribution!!Estimate,New Mexico!!Percent Distribution!!Margin of Error,New Mexico!!Median income (dollars)!!Estimate,New Mexico!!Median income (dollars)!!Margin of Error,New York!!Number!!Estimate,New York!!Number!!Margin of Error,New York!!Percent Distribution!!Estimate,New York!!Percent Distribution!!Margin of Error,New York!!Median income (dollars)!!Estimate,New York!!Median income (dollars)!!Margin of Error,North Carolina!!Number!!Estimate,North Carolina!!Number!!Margin of Error,North Carolina!!Percent Distribution!!Estimate,North Carolina!!Percent Distribution!!Margin of Error,North Carolina!!Median income (dollars)!!Estimate,North Carolina!!Median income (dollars)!!Margin of Error,North Dakota!!Number!!Estimate,North Dakota!!Number!!Margin of Error,North Dakota!!Percent Distribution!!Estimate,North Dakota!!Percent Distribution!!Margin of Error,North Dakota!!Median income (dollars)!!Estimate,North Dakota!!Median income (dollars)!!Margin of Error,Ohio!!Number!!Estimate,Ohio!!Number!!Margin of Error,Ohio!!Percent Distribution!!Estimate,Ohio!!Percent Distribution!!Margin of Error,Ohio!!Median income (dollars)!!Estimate,Ohio!!Median income (dollars)!!Margin of Error,Oklahoma!!Number!!Estimate,Oklahoma!!Number!!Margin of Error,Oklahoma!!Percent Distribution!!Estimate,Oklahoma!!Percent Distribution!!Margin of Error,Oklahoma!!Median income (dollars)!!Estimate,Oklahoma!!Median income (dollars)!!Margin of Error,Oregon!!Number!!Estimate,Oregon!!Number!!Margin of Error,Oregon!!Percent Distribution!!Estimate,Oregon!!Percent Distribution!!Margin of Error,Oregon!!Median income (dollars)!!Estimate,Oregon!!Median income (dollars)!!Margin of Error,Pennsylvania!!Number!!Estimate,Pennsylvania!!Number!!Margin of Error,Pennsylvania!!Percent Distribution!!Estimate,Pennsylvania!!Percent Distribution!!Margin of Error,Pennsylvania!!Median income (dollars)!!Estimate,Pennsylvania!!Median income (dollars)!!Margin of Error,Rhode Island!!Number!!Estimate,Rhode Island!!Number!!Margin of Error,Rhode Island!!Percent Distribution!!Estimate,Rhode Island!!Percent Distribution!!Margin of Error,Rhode Island!!Median income (dollars)!!Estimate,Rhode Island!!Median income (dollars)!!Margin of Error,South Carolina!!Number!!Estimate,South Carolina!!Number!!Margin of Error,South Carolina!!Percent Distribution!!Estimate,South Carolina!!Percent Distribution!!Margin of Error,South Carolina!!Median income (dollars)!!Estimate,South Carolina!!Median income (dollars)!!Margin of Error,South Dakota!!Number!!Estimate,South Dakota!!Number!!Margin of Error,South Dakota!!Percent Distribution!!Estimate,South Dakota!!Percent Distribution!!Margin of Error,South Dakota!!Median income (dollars)!!Estimate,South Dakota!!Median income (dollars)!!Margin of Error,Tennessee!!Number!!Estimate,Tennessee!!Number!!Margin of Error,Tennessee!!Percent Distribution!!Estimate,Tennessee!!Percent Distribution!!Margin of Error,Tennessee!!Median income (dollars)!!Estimate,Tennessee!!Median income (dollars)!!Margin of Error,Texas!!Number!!Estimate,Texas!!Number!!Margin of Error,Texas!!Percent Distribution!!Estimate,Texas!!Percent Distribution!!Margin of Error,Texas!!Median income (dollars)!!Estimate,Texas!!Median income (dollars)!!Margin of Error,Utah!!Number!!Estimate,Utah!!Number!!Margin of Error,Utah!!Percent Distribution!!Estimate,Utah!!Percent Distribution!!Margin of Error,Utah!!Median income (dollars)!!Estimate,Utah!!Median income (dollars)!!Margin of Error,Vermont!!Number!!Estimate,Vermont!!Number!!Margin of Error,Vermont!!Percent Distribution!!Estimate,Vermont!!Percent Distribution!!Margin of Error,Vermont!!Median income (dollars)!!Estimate,Vermont!!Median income (dollars)!!Margin of Error,Virginia!!Number!!Estimate,Virginia!!Number!!Margin of Error,Virginia!!Percent Distribution!!Estimate,Virginia!!Percent Distribution!!Margin of Error,Virginia!!Median income (dollars)!!Estimate,Virginia!!Median income (dollars)!!Margin of Error,Washington!!Number!!Estimate,Washington!!Number!!Margin of Error,Washington!!Percent Distribution!!Estimate,Washington!!Percent Distribution!!Margin of Error,Washington!!Median income (dollars)!!Estimate,Washington!!Median income (dollars)!!Margin of Error,West Virginia!!Number!!Estimate,West Virginia!!Number!!Margin of Error,West Virginia!!Percent Distribution!!Estimate,West Virginia!!Percent Distribution!!Margin of Error,West Virginia!!Median income (dollars)!!Estimate,West Virginia!!Median income (dollars)!!Margin of Error,Wisconsin!!Number!!Estimate,Wisconsin!!Number!!Margin of Error,Wisconsin!!Percent Distribution!!Estimate,Wisconsin!!Percent Distribution!!Margin of Error,Wisconsin!!Median income (dollars)!!Estimate,Wisconsin!!Median income (dollars)!!Margin of Error,Wyoming!!Number!!Estimate,Wyoming!!Number!!Margin of Error,Wyoming!!Percent Distribution!!Estimate,Wyoming!!Percent Distribution!!Margin of Error,Wyoming!!Median income (dollars)!!Estimate,Wyoming!!Median income (dollars)!!Margin of Error,Puerto Rico!!Number!!Estimate,Puerto Rico!!Number!!Margin of Error,Puerto Rico!!Percent Distribution!!Estimate,Puerto Rico!!Percent Distribution!!Margin of Error,Puerto Rico!!Median income (dollars)!!Estimate,Puerto Rico!!Median income (dollars)!!Margin of Error
HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Households,"1,888,504","±5,749","1,888,504","±5,749","52,035",±377,"255,173","±1,326","255,173","±1,326","77,790","±1,134","2,643,430","±6,290","2,643,430","±6,290","61,529",±286,"1,170,544","±4,411","1,170,544","±4,411","49,475",±431,"13,103,114","±18,542","13,103,114","±18,542","78,672",±270,"2,137,402","±4,703","2,137,402","±4,703","75,231",±379,"1,385,437","±3,268","1,385,437","±3,268","79,855",±587,"370,953","±1,823","370,953","±1,823","69,110","±1,112","288,307","±1,319","288,307","±1,319","90,842","±1,580","7,931,313","±23,200","7,931,313","±23,200","57,703",±269,"3,830,264","±8,096","3,830,264","±8,096","61,224",±306,"467,932","±1,883","467,932","±1,883","83,173",±983,"649,299","±2,233","649,299","±2,233","58,915",±599,"4,884,061","±8,585","4,884,061","±8,585","68,428",±267,"2,602,770","±6,793","2,602,770","±6,793","58,235",±305,"1,273,941","±4,037","1,273,941","±4,037","61,836",±294,"1,141,985","±4,096","1,141,985","±4,096","61,091",±354,"1,748,053","±5,379","1,748,053","±5,379","52,238",±300,"1,751,956","±5,502","1,751,956","±5,502","50,800",±360,"569,551","±2,285","569,551","±2,285","59,489",±682,"2,230,527","±4,131","2,230,527","±4,131","87,063",±391,"2,646,980","±4,188","2,646,980","±4,188","84,385",±511,"3,980,408","±8,401","3,980,408","±8,401","59,234",±218,"2,207,988","±5,616","2,207,988","±5,616","73,382",±297,"1,116,649","±4,463","1,116,649","±4,463","46,511",±373,"2,440,212","±6,698","2,440,212","±6,698","57,290",±288,"436,048","±1,975","436,048","±1,975","56,539",±637,"766,663","±2,410","766,663","±2,410","63,015",±563,"1,130,011","±2,777","1,130,011","±2,777","62,043",±445,"539,116","±1,981","539,116","±1,981","77,923",±846,"3,272,054","±6,029","3,272,054","±6,029","85,245",±402,"792,755","±2,457","792,755","±2,457","51,243",±514,"7,417,224","±12,559","7,417,224","±12,559","71,117",±266,"4,031,592","±8,480","4,031,592","±8,480","56,642",±280,"320,873","±1,737","320,873","±1,737","65,315",±840,"4,717,226","±9,371","4,717,226","±9,371","58,116",±228,"1,493,569","±3,009","1,493,569","±3,009","53,840",±375,"1,642,579","±3,451","1,642,579","±3,451","65,667",±390,"5,106,601","±8,064","5,106,601","±8,064","63,627",±256,"414,730","±1,881","414,730","±1,881","70,305",±949,"1,961,481","±5,748","1,961,481","±5,748","54,864",±343,"347,878","±1,737","347,878","±1,737","59,896",±725,"2,639,455","±6,788","2,639,455","±6,788","54,833",±285,"9,906,070","±18,881","9,906,070","±18,881","63,826",±218,"1,003,345","±2,384","1,003,345","±2,384","74,197",±508,"262,852","±1,220","262,852","±1,220","63,477",±710,"3,184,121","±7,450","3,184,121","±7,450","76,398",±361,"2,905,822","±5,585","2,905,822","±5,585","77,006",±296,"734,235","±2,810","734,235","±2,810","48,037",±616,"2,377,935","±5,709","2,377,935","±5,709","63,293",±303,"233,231","±1,535","233,231","±1,535","65,304","±1,056","1,205,749","±3,649","1,205,749","±3,649","21,058",±186
        One race--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
            White,"1,308,336","±5,253",69.30%,±0.2,"59,871",±510,"182,577","±1,394",71.60%,±0.5,"85,644",±937,"2,094,982","±6,817",79.30%,±0.2,"63,694",±345,"911,655","±4,306",77.90%,±0.2,"53,025",±443,"8,140,180","±16,772",62.10%,±0.1,"82,157",±296,"1,823,809","±4,787",85.30%,±0.1,"77,462",±417,"1,084,775","±3,556",78.30%,±0.2,"86,912",±644,"262,951","±2,050",70.90%,±0.4,"74,357","±1,134","133,925","±1,584",46.50%,±0.5,"144,769","±3,234","6,070,529","±19,560",76.50%,±0.1,"61,065",±266,"2,314,881","±7,810",60.40%,±0.1,"69,546",±478,"147,472","±1,729",31.50%,±0.3,"82,353","±1,483","590,248","±2,561",90.90%,±0.3,"59,973",±638,"3,609,654","±9,279",73.90%,±0.1,"74,204",±288,"2,208,565","±6,720",84.90%,±0.1,"61,599",±297,"1,172,431","±4,209",92.00%,±0.1,"63,424",±328,"981,455","±4,239",85.90%,±0.2,"63,379",±428,"1,538,662","±5,188",88.00%,±0.1,"53,963",±348,"1,135,316","±4,488",64.80%,±0.2,"61,255",±701,"543,791","±2,202",95.50%,±0.2,"60,173",±670,"1,308,209","±4,389",58.70%,±0.1,"96,693",±662,"2,138,829","±5,128",80.80%,±0.1,"88,977",±677,"3,191,274","±8,616",80.20%,±0.1,"63,287",±233,"1,917,782","±5,888",86.90%,±0.1,"76,380",±305,"674,389","±3,629",60.40%,±0.2,"57,781",±633,"2,033,299","±6,531",83.30%,±0.1,"60,556",±302,"398,517","±1,992",91.40%,±0.2,"58,041",±727,"679,951","±2,542",88.70%,±0.2,"65,207",±551,"770,905","±3,164",68.20%,±0.2,"66,285",±724,"506,393","±2,206",93.90%,±0.2,"78,711",±858,"2,271,999","±7,112",69.40%,±0.2,"91,515",±437,"592,304","±3,334",74.70%,±0.3,"54,223",±581,"4,985,031","±12,381",67.20%,±0.1,"79,252",±340,"2,863,145","±7,985",71.00%,±0.1,"63,006",±381,"284,672","±1,844",88.70%,±0.3,"68,419",±927,"3,886,272","±8,976",82.40%,±0.1,"62,546",±237,"1,130,986","±3,073",75.70%,±0.2,"57,248",±447,"1,419,476","±4,234",86.40%,±0.2,"66,480",±421,"4,235,813","±9,334",82.90%,±0.1,"67,270",±261,"345,323","±2,093",83.30%,±0.4,"74,350","±1,044","1,365,017","±4,572",69.60%,±0.2,"63,490",±458,"309,723","±1,888",89.00%,±0.3,"62,675",±845,"2,082,376","±6,672",78.90%,±0.1,"58,692",±364,"7,080,127","±17,938",71.50%,±0.1,"67,695",±272,"887,666","±3,053",88.50%,±0.2,"76,024",±511,"251,021","±1,253",95.50%,±0.2,"64,205",±774,"2,242,811","±6,724",70.40%,±0.1,"81,840",±389,"2,291,075","±5,731",78.80%,±0.1,"78,442",±391,"690,319","±2,846",94.00%,±0.2,"48,670",±627,"2,093,441","±6,711",88.00%,±0.1,"66,073",±274,"216,778","±1,597",92.90%,±0.4,"66,028","±1,116","716,113","±4,395",59.40%,±0.3,"22,076",±267
            Black or African American,"495,426","±3,227",26.20%,±0.2,"35,239",±496,"8,362",±527,3.30%,±0.2,"64,054","±4,716","110,292","±1,884",4.20%,±0.1,"49,418","±1,488","176,064","±2,011",15.00%,±0.2,"32,844",±723,"806,733","±4,977",6.20%,±0.1,"54,976",±602,"78,350","±1,481",3.70%,±0.1,"53,806","±1,742","138,334","±1,605",10.00%,±0.1,"50,905","±1,208","77,144","±1,153",20.80%,±0.3,"50,870","±2,077","120,985","±1,515",42.00%,±0.5,"48,515","±1,216","1,080,641","±6,743",13.60%,±0.1,"43,418",±442,"1,186,727","±4,585",31.00%,±0.1,"46,964",±478,"10,266",±704,2.20%,±0.1,"71,939","±3,276","3,058",±361,0.50%,±0.1,"45,059","±4,527","676,524","±3,557",13.90%,±0.1,"41,021",±505,"239,617","±2,457",9.20%,±0.1,"36,131",±617,"39,558","±1,139",3.10%,±0.1,"33,662","±1,625","64,175","±1,347",5.60%,±0.1,"39,274","±1,276","141,542","±1,664",8.10%,±0.1,"37,521",±821,"527,328","±3,878",30.10%,±0.2,"31,479",±496,"5,267",±314,0.90%,±0.1,"41,174","±4,125","658,613","±2,722",29.50%,±0.1,"69,964",±728,"171,958","±2,290",6.50%,±0.1,"54,835","±1,789","529,046","±3,399",13.30%,±0.1,"36,561",±418,"114,302","±1,507",5.20%,±0.1,"40,785",±960,"406,602","±2,683",36.40%,±0.2,"31,389",±507,"274,714","±2,428",11.30%,±0.1,"38,456",±836,"1,628",±333,0.40%,±0.1,"47,177","±8,487","33,921",±872,4.40%,±0.1,"37,163","±2,527","104,297","±1,791",9.20%,±0.2,"42,047","±1,092","6,229",±450,1.20%,±0.1,"59,261","±6,847","430,451","±3,123",13.20%,±0.1,"55,453",±912,"15,902",±643,2.00%,±0.1,"42,963","±3,691","1,088,200","±5,059",14.70%,±0.1,"51,060",±508,"848,234","±4,670",21.00%,±0.1,"40,767",±380,"9,468",±466,3.00%,±0.1,"39,280","±3,971","590,255","±3,897",12.50%,±0.1,"34,778",±441,"108,542","±1,760",7.30%,±0.1,"36,790","±1,019","28,020","±1,082",1.70%,±0.1,"44,138","±2,949","514,680","±3,973",10.10%,±0.1,"40,370",±668,"24,084","±1,023",5.80%,±0.2,"47,723","±2,986","503,410","±3,396",25.70%,±0.1,"36,271",±533,"6,001",±387,1.70%,±0.1,"47,270","±6,998","430,652","±2,652",16.30%,±0.1,"40,020",±640,"1,267,229","±5,419",12.80%,±0.1,"48,293",±463,"9,985",±606,1.00%,±0.1,"44,772","±5,091","2,131",±378,0.80%,±0.1,"37,489","±9,658","595,688","±3,469",18.70%,±0.1,"52,929",±688,"103,711","±2,135",3.60%,±0.1,"56,196","±2,059","23,920",±909,3.30%,±0.1,"32,803","±2,764","131,874","±1,861",5.50%,±0.1,"32,857","±1,304","1,939",±302,0.80%,±0.1,"53,354","±21,200","140,199","±2,684",11.60%,±0.2,"20,038",±558
            American Indian and Alaska Native,"9,798",±684,0.50%,±0.1,"49,162","±4,166","29,173",±828,11.40%,±0.3,"49,963","±1,768","87,128","±1,457",3.30%,±0.1,"39,969",±956,"7,165",±491,0.60%,±0.1,"41,196","±3,106","97,757","±2,048",0.70%,±0.1,"60,182","±1,513","18,928",±885,0.90%,±0.1,"52,028","±3,415","3,244",±395,0.20%,±0.1,"42,035","±6,967","1,507",±175,0.40%,±0.1,"48,591","±2,644","1,357",±303,0.50%,±0.1,"53,244",±592,"19,572","±1,086",0.20%,±0.1,"49,775","±2,797","12,359",±801,0.30%,±0.1,"40,577","±2,993","1,446",±238,0.30%,±0.1,"50,833","±10,692","8,303",±596,1.30%,±0.1,"40,498","±5,156","11,069",±785,0.20%,±0.1,"55,222","±4,271","5,695",±481,0.20%,±0.1,"50,629","±6,302","3,442",±332,0.30%,±0.1,"41,211","±5,987","8,367",±505,0.70%,±0.1,"43,540","±4,446","3,307",±356,0.20%,±0.1,"34,003","±5,155","9,757",±684,0.60%,±0.1,"48,108","±4,560","3,539",±322,0.60%,±0.1,"35,688","±6,412","6,080",±447,0.30%,±0.1,"77,912","±10,962","4,903",±512,0.20%,±0.1,"42,228","±7,432","18,908",±771,0.50%,±0.1,"45,530","±3,239","17,529",±567,0.80%,±0.1,"37,795","±1,742","4,901",±419,0.40%,±0.1,"34,036","±5,004","9,342",±666,0.40%,±0.1,"40,537","±4,333","18,433",±693,4.20%,±0.2,"35,859","±2,566","5,002",±368,0.70%,±0.1,"44,400","±4,594","13,855",±658,1.20%,±0.1,"44,985","±3,573","1,012",±242,0.20%,±0.1,"41,800","±16,261","7,105",±575,0.20%,±0.1,"59,827","±9,271","56,334","±1,153",7.10%,±0.1,"36,295","±1,202","26,115","±1,295",0.40%,±0.1,"44,268","±3,352","42,673",±963,1.10%,±0.1,"39,857","±1,423","11,517",±460,3.60%,±0.1,"38,129","±2,540","8,569",±589,0.20%,±0.1,"36,855","±3,293","99,828","±1,299",6.70%,±0.1,"46,426",±993,"16,319",±848,1.00%,±0.1,"48,225","±3,228","7,821",±548,0.20%,±0.1,"41,937","±3,687","1,658",±282,0.40%,±0.1,"37,809","±9,529","6,554",±500,0.30%,±0.1,"42,052","±3,465","18,562",±589,5.30%,±0.2,"27,648","±1,519","7,397",±532,0.30%,±0.1,"52,707","±6,655","47,791","±1,579",0.50%,±0.1,"57,973","±2,390","9,200",±585,0.90%,±0.1,"49,403","±6,214",960,±195,0.40%,±0.1,"35,000","±17,622","8,289",±566,0.30%,±0.1,"67,730","±6,020","31,520",±988,1.10%,±0.1,"51,261","±1,589","1,251",±319,0.20%,±0.1,"22,557","±9,402","18,667",±549,0.80%,±0.1,"45,003","±1,969","3,607",±384,1.50%,±0.2,"50,458","±5,053","2,329",±353,0.20%,±0.1,"25,365","±5,143"
